id,trade_date,desk_id,product_id,quantity_0_30,quantity_31_60,quantity_61_90,quantity_91_180,quantity_181_360,quantity_GT360
595,2021-02-12,954,331,-74,-94,64,-21,86,-52
596,2021-08-10,739,165,-88,-84,-56,46,74,78
597,2021-03-16,844,442,86,92,78,-91,14,-79
598,2022-01-31,851,894,-44,-8,-83,9,56,31
599,2022-03-28,558,850,58,-72,-30,85,-78,-35
600,2022-04-22,760,358,-91,-54,59,-75,-28,-55
601,2022-08-29,412,471,41,45,22,8,-61,-12
602,2021-05-28,270,572,34,33,28,98,-95,62
603,2021-08-21,435,566,16,21,-69,31,18,-98
604,2021-12-29,125,732,100,-28,78,-18,76,85
605,2022-01-23,174,402,40,-21,-35,-47,-69,18
606,2021-04-10,535,866,44,-41,55,-51,-25,98
607,2022-01-24,621,196,-70,-62,-53,-28,77,-37
608,2021-01-23,649,885,-97,11,48,89,-92,51
609,2022-12-05,436,304,-35,-79,-53,-81,-83,46
610,2022-08-14,380,259,-56,25,6,36,-88,64
611,2020-06-28,574,801,-14,-68,60,-19,57,-64
612,2020-07-21,834,102,-19,-57,-12,-49,-78,59
613,2022-05-05,694,509,-42,-84,85,-26,-4,19
614,2020-11-04,876,701,21,7,-62,60,-83,81
615,2020-07-21,966,501,-21,90,26,-28,-97,-41
616,2022-12-14,763,779,-1,-16,-99,-8,-46,71
617,2022-05-06,529,936,-91,100,-76,-27,93,67
618,2021-02-09,967,800,53,-84,45,14,47,-49
619,2022-06-04,644,122,-20,-5,10,-86,50,-97
620,2022-02-02,912,856,-23,-96,-9,58,-58,-1
621,2022-11-10,983,127,-45,85,72,91,-27,-13
622,2021-05-28,323,289,-86,56,6,-94,-73,1
623,2022-08-18,353,248,72,30,-18,-36,-58,-68
624,2022-07-20,469,641,-19,5,-3,-13,-51,4
625,2022-04-22,956,445,-21,61,72,93,-84,32
626,2021-10-05,740,597,-90,100,-94,-58,-41,25
627,2021-09-05,304,691,89,93,15,15,24,-47
628,2021-10-12,482,316,15,46,38,79,53,-32
629,2022-08-12,684,636,-29,93,-56,33,7,13
630,2022-02-12,840,160,18,88,20,-62,56,-89
631,2021-08-20,214,615,-78,52,31,-66,-51,-6
632,2022-02-20,818,152,-17,-91,48,23,31,-19
633,2020-06-29,348,738,-17,-12,-81,-52,-68,-64
634,2021-11-02,923,555,-100,-15,-59,93,1,47
635,2021-03-26,964,772,11,49,-13,-78,26,55
636,2020-08-01,893,281,-92,-15,73,-42,54,-32
637,2020-11-12,826,667,-46,-87,20,3,19,-41
638,2021-07-02,254,156,-88,-90,40,-74,77,58
639,2022-01-18,461,517,36,41,-20,25,-36,-63
640,2022-01-17,881,652,64,-50,49,18,96,3
641,2021-12-23,734,503,-86,-24,54,11,23,46
642,2022-05-26,214,478,-33,19,18,-15,27,99
643,2020-07-08,211,301,5,-40,-81,-16,-18,34
644,2021-07-11,804,746,-89,-33,42,77,37,79
645,2022-10-03,873,543,-76,-22,19,-42,-2,76
646,2021-02-22,124,134,-38,73,-54,-10,-90,49
647,2021-11-12,234,205,-59,-61,25,14,54,36
648,2020-10-31,625,712,20,-12,-2,-51,-23,56
649,2020-04-10,972,748,-6,14,-94,-95,-63,91
650,2021-12-12,725,916,-16,-16,-98,-2,93,99
651,2022-01-13,633,249,94,56,-28,-84,-64,59
652,2020-08-04,762,766,87,-46,77,-74,-51,0
653,2022-03-28,118,492,97,71,-31,-99,50,-1
654,2021-12-30,668,704,76,23,-88,-37,-2,3
655,2021-04-02,132,238,-13,76,78,-71,78,47
656,2020-04-26,731,885,-22,-67,-99,-67,21,-15
657,2022-03-15,797,380,-11,23,-33,95,-9,92
658,2022-02-17,317,625,9,-10,21,22,-71,47
659,2021-06-10,959,935,67,70,-17,36,-6,35
660,2021-09-20,488,792,-18,-91,-37,-32,-36,41
661,2020-10-01,134,359,33,34,-81,-58,-51,-41
662,2021-08-29,593,810,14,44,89,-93,82,58
663,2021-11-18,108,227,0,-92,-75,-7,-90,11
664,2020-10-18,650,145,-7,45,-66,99,63,-76
665,2020-07-03,304,358,-25,4,-23,-87,-62,-33
666,2021-02-22,869,591,39,2,-26,-56,100,27
667,2020-11-07,477,853,-49,94,8,62,64,-100
668,2022-10-11,154,126,-17,35,49,-67,-65,98
669,2022-11-22,770,773,-82,-3,-11,41,43,7
670,2021-10-21,908,293,-75,21,-56,-85,85,64
671,2021-01-28,495,328,39,92,-23,-4,-88,-8
672,2020-10-11,209,794,58,56,63,-53,-20,-15
673,2021-06-18,736,282,-36,-54,-98,6,23,56
674,2022-12-14,458,638,-4,42,20,68,4,36
675,2021-11-23,717,979,33,-6,-78,24,-62,-95
676,2020-12-15,783,215,4,-98,79,-4,2,-65
677,2020-08-29,805,952,-13,27,-64,41,-24,9
678,2020-04-16,879,778,84,-68,-44,-85,4,25
679,2021-09-17,720,145,63,-83,17,-38,65,23
680,2020-08-09,874,478,-38,46,70,50,39,19
681,2021-10-22,705,304,-82,59,51,-87,67,100
682,2021-01-28,618,345,7,90,75,-5,6,-55
683,2020-06-05,323,837,-33,61,-8,-49,-96,-10
684,2022-12-01,228,377,-48,51,13,76,43,1
685,2020-12-10,104,932,44,-50,27,23,25,94
686,2020-11-27,776,934,79,99,24,56,-71,-63
687,2022-03-02,370,313,-94,-31,-48,-88,31,-81
688,2021-04-24,286,220,-69,-2,96,72,-77,-66
689,2022-09-28,511,389,-63,-89,35,10,-82,-64
690,2022-09-11,849,246,-81,-41,67,-92,28,-45
691,2020-12-13,782,540,77,20,-23,73,27,-16
692,2021-02-14,583,642,25,-12,-61,0,-20,-75
693,2020-04-13,191,212,-50,100,-71,20,-4,-88
694,2022-06-22,576,228,-17,-95,-54,38,-44,86
695,2022-01-08,720,848,-74,-18,-73,30,86,33
696,2021-12-21,135,380,-42,65,44,-4,-53,31
697,2020-12-07,412,271,27,-50,-21,3,74,13
698,2022-04-19,856,194,19,-20,-21,22,-89,-15
699,2022-08-06,478,256,82,3,58,73,-25,64
700,2020-05-18,234,784,-75,-93,5,90,10,-16
701,2022-11-09,268,237,94,86,-72,-32,93,-91
702,2022-12-11,499,288,-81,-88,46,23,-47,71
703,2021-06-24,941,207,72,-19,-4,14,-52,-95
704,2022-01-09,875,221,85,51,91,-31,-12,41
705,2020-09-19,386,694,-89,69,24,-68,-86,52
706,2021-09-07,382,983,-1,85,-28,46,34,6
707,2022-05-17,411,853,45,78,-1,-58,99,-93
708,2021-07-27,788,315,-14,-47,-2,-9,-51,42
709,2021-11-14,192,182,42,21,-30,94,20,85
710,2022-09-02,992,476,-27,-14,55,-64,-44,25
711,2021-01-10,709,590,-52,-64,-68,9,40,-57
712,2020-11-12,496,663,3,-86,-85,-74,28,76
713,2021-12-09,156,970,68,83,20,-68,-83,-68
714,2022-09-14,191,821,-36,-37,2,-98,39,97
715,2022-06-02,569,121,-34,-62,65,90,12,61
716,2022-01-18,120,618,-26,-70,46,-8,97,49
717,2020-05-31,807,620,60,-54,78,2,25,-58
718,2020-11-11,844,389,-95,-59,44,3,63,27
719,2021-01-24,356,897,2,96,87,80,26,-89
720,2020-10-23,942,121,-11,-31,51,71,-38,-59
721,2022-04-08,707,819,-65,3,-47,-38,-75,-62
722,2020-07-21,525,624,-52,86,12,-42,-97,-88
723,2021-08-04,107,698,-41,-38,78,-92,-55,-39
724,2022-03-26,110,578,-79,86,-7,8,7,41
725,2021-01-17,239,131,-46,85,86,-66,-49,-36
726,2020-10-02,934,412,-87,-19,-95,92,-96,77
727,2022-11-12,553,618,48,92,-8,17,-89,45
728,2022-01-23,573,796,16,0,60,-37,-61,-95
729,2022-08-13,881,962,43,57,-35,73,11,96
730,2022-12-27,845,955,34,77,-52,-78,7,-93
731,2022-07-04,126,188,49,14,-31,-91,-41,-20
732,2022-09-06,158,562,14,85,55,19,-25,74
733,2020-06-05,458,271,-87,56,-26,78,45,-32
734,2021-01-30,103,247,-39,34,25,93,-24,-24
735,2020-11-09,992,706,2,-52,-2,-59,15,67
736,2022-06-09,223,930,-3,-66,-51,27,85,46
737,2020-04-23,122,800,-2,-3,67,-96,33,-46
738,2022-07-13,594,700,9,-61,-49,47,24,-37
739,2020-05-29,201,230,-65,13,62,94,42,-64
740,2021-08-03,958,702,100,-29,18,-98,0,-16
741,2021-08-30,325,755,-46,-48,96,99,19,-4
742,2020-09-30,182,519,-89,-4,-51,31,70,-58
743,2021-04-01,524,851,93,-86,6,-72,-15,52
744,2020-05-26,934,576,70,15,97,-95,23,95
745,2022-12-20,720,605,30,74,-64,-85,9,-67
746,2021-08-23,747,863,-79,85,55,88,17,-7
747,2022-05-18,527,470,-61,-39,-50,60,-19,-57
748,2022-01-01,757,359,73,13,-10,84,66,35
749,2022-04-18,163,826,13,-59,53,34,86,-70
750,2020-12-23,187,494,-42,-12,62,-88,-45,49
751,2021-12-09,167,210,61,53,80,-96,17,42
752,2021-09-23,782,452,-61,-10,-62,-40,83,-74
753,2022-06-07,554,612,72,29,-31,72,72,43
754,2020-07-11,730,570,-80,57,94,100,61,-29
755,2021-06-26,193,779,-73,49,90,-74,62,90
756,2022-05-10,296,797,29,-24,-18,36,83,-76
757,2021-02-14,502,820,-61,-96,51,31,4,-1
758,2020-07-13,766,268,77,89,-85,79,-64,41
759,2020-05-08,586,286,-27,29,38,25,-47,61
760,2021-03-25,231,438,-29,14,-34,-4,84,44
761,2021-11-29,942,282,18,-52,74,60,-38,-62
762,2022-04-04,411,577,-65,-81,95,-90,-42,17
763,2021-05-23,934,338,-3,85,-53,-78,-21,87
764,2020-12-15,348,446,46,91,79,-68,43,68
765,2021-01-09,665,539,22,-65,52,38,-24,67
766,2021-01-06,335,561,57,-3,22,6,-75,-69
767,2021-10-14,677,224,-28,-71,3,87,-100,61
768,2022-09-14,830,266,96,-5,-94,-22,86,-44
769,2020-04-10,576,215,-12,23,-91,-48,82,-90
770,2020-12-05,660,371,39,97,86,-6,-41,55
771,2021-05-10,401,171,-48,100,23,-2,-15,26
772,2022-05-23,482,363,85,-70,91,97,81,-10
773,2021-03-14,519,267,-6,-35,-18,9,-57,1
774,2022-02-06,483,474,100,72,-75,-77,-16,80
775,2022-07-24,778,770,49,-22,33,-97,95,80
776,2020-07-22,540,578,-22,87,59,72,93,18
777,2020-05-06,857,304,-62,60,24,-15,58,-26
778,2020-07-11,270,794,-40,-97,20,-93,-61,-26
779,2022-01-13,357,321,10,-76,-33,-39,85,65
780,2021-05-20,636,132,19,-8,-10,72,-14,-68
781,2021-04-13,246,987,-79,36,-25,-23,1,36
782,2022-01-15,451,438,20,-11,56,-89,90,-93
783,2021-07-26,948,995,35,-54,-31,10,23,-39
784,2022-01-17,689,799,56,-44,-79,-5,-32,40
785,2022-11-18,422,531,75,89,54,41,42,-80
786,2020-09-22,762,823,18,68,-18,23,-20,83
787,2020-10-11,625,284,28,-92,-92,-91,79,-8
788,2021-07-06,270,225,-98,76,78,-26,-63,-42
789,2020-06-08,428,920,10,-75,-21,-61,31,45
790,2021-04-27,209,721,98,32,50,-98,-10,-3
791,2021-04-03,777,897,13,82,15,94,-68,-82
792,2022-07-18,968,253,-3,-37,-26,-100,-93,52
793,2020-07-23,910,216,-71,-84,-11,8,-48,-6
794,2022-05-31,876,653,28,72,88,46,49,63
795,2022-12-02,830,269,26,-99,-87,8,89,0
796,2022-08-02,734,888,82,-65,19,42,96,80
797,2022-11-04,919,863,14,-61,42,58,-88,-34
798,2021-08-01,772,445,-31,-37,-25,-46,-4,-78
799,2021-09-17,607,604,-59,-4,-63,-45,-63,16
800,2021-07-05,184,695,-85,-70,-40,76,52,-57
801,2022-11-05,439,195,-87,-92,-32,56,-1,-63
802,2020-06-18,267,675,-9,-38,85,56,-20,-57
803,2021-06-28,312,838,93,-56,-43,-83,64,13
804,2022-12-06,350,324,-24,-27,93,-85,49,25
805,2022-04-09,908,618,59,48,99,-6,-43,-66
806,2021-08-30,371,875,5,70,18,1,80,-95
807,2021-11-07,590,861,29,-74,-44,-33,72,-67
808,2021-02-23,609,136,77,95,77,69,16,-26
809,2022-12-24,795,398,98,-53,-41,96,59,-61
810,2021-11-23,275,901,3,-39,-43,-99,18,-5
811,2022-06-23,166,973,-62,-51,-51,-96,-12,-48
812,2021-01-31,291,936,27,-84,-10,-7,-45,-90
813,2020-12-31,757,701,-81,-7,-76,85,-44,-12
814,2021-10-05,525,356,-91,-79,16,92,-6,-98
815,2022-10-20,835,368,-71,-14,23,-24,17,-66
816,2021-01-19,278,875,29,-98,22,38,71,-79
817,2021-06-15,481,192,80,73,-99,-95,-5,-48
818,2022-08-31,111,562,-13,69,-81,-53,-68,-73
819,2022-01-06,570,560,-42,-27,49,-67,-46,96
820,2020-10-18,301,883,-20,-63,57,63,-20,43
821,2021-10-10,244,305,-61,67,-36,-100,7,28
822,2022-11-24,203,770,95,-86,50,20,-6,5
823,2022-03-13,429,790,-36,-68,95,-47,27,69
824,2021-05-05,112,227,34,9,4,60,-19,60
825,2021-08-10,364,158,31,21,93,79,70,3
826,2020-12-21,920,418,-16,98,-100,70,-85,-67
827,2022-01-08,332,400,28,11,17,-1,19,27
828,2021-10-16,384,202,31,-6,-53,46,16,-99
829,2020-06-03,732,485,54,27,99,6,22,-25
830,2021-08-28,422,815,43,-73,-4,-22,-2,65
831,2020-10-23,333,986,77,63,-3,91,-52,-9
832,2021-07-31,352,622,66,69,-81,-79,66,-13
833,2021-05-15,804,677,-46,75,54,-73,-40,-97
834,2021-02-01,558,753,11,49,79,-39,-67,76
835,2022-07-01,109,556,-54,-83,37,-19,-38,-37
836,2021-10-20,232,406,17,70,32,-66,-20,-8
837,2022-06-10,445,204,84,80,-86,-57,-43,18
838,2021-10-01,712,676,-37,-100,-43,-54,54,60
839,2021-11-24,379,208,-39,-14,24,-8,94,86
840,2022-11-11,937,394,48,-87,-100,44,-77,-31
841,2021-12-04,736,974,-28,-72,-42,42,-51,50
842,2021-09-28,731,863,-15,-58,-62,55,31,85
843,2021-10-22,815,882,36,57,-99,20,-62,26
844,2021-07-28,914,726,26,-42,88,-90,-84,78
845,2021-07-09,924,774,86,69,19,-4,92,92
846,2020-10-09,789,701,-2,52,43,-84,-65,-96
847,2022-02-12,587,733,-59,30,64,-61,58,-6
848,2020-12-07,382,829,65,54,44,83,-85,62
849,2021-09-16,165,626,-9,-95,-99,88,-68,-60
850,2021-06-28,288,552,96,62,-27,44,57,88
851,2022-12-25,219,752,53,97,-41,64,-10,-21
852,2021-02-10,628,773,31,-80,-27,-22,53,-69
853,2020-06-05,105,789,-84,-56,-73,60,60,-62
854,2021-04-12,874,790,68,2,93,-58,-40,-71
855,2022-09-03,261,426,25,-93,82,-17,36,-30
856,2021-02-10,577,469,45,48,23,-47,-89,19
857,2021-05-21,958,718,89,-31,-63,84,-20,-70
858,2022-09-15,559,949,12,-7,-75,8,10,-92
859,2020-12-20,707,239,89,51,-84,-94,60,-79
860,2022-09-10,434,170,98,62,-61,99,-78,0
861,2021-08-10,438,375,-32,0,46,55,96,-12
862,2020-08-29,687,230,84,-61,76,-83,74,-82
863,2022-05-31,582,483,-31,-72,-70,95,46,-72
864,2020-08-13,578,739,-6,54,-42,-14,8,-87
865,2022-09-08,954,926,28,27,69,-9,86,1
866,2020-09-17,763,981,6,67,-37,-66,-84,71
867,2021-02-10,936,381,75,-12,98,-48,52,23
868,2020-08-03,718,987,94,-45,8,-36,-25,97
869,2021-10-14,743,398,-69,-82,75,-38,-60,88
870,2021-01-01,869,666,-96,67,-29,45,-13,45
871,2022-02-02,236,319,-5,-86,63,-36,91,-5
872,2022-12-17,388,527,22,3,-94,-11,83,-55
873,2022-05-15,997,156,98,-47,32,-78,-17,2
874,2020-07-23,313,669,13,91,-74,93,5,-75
875,2021-02-01,527,522,-91,85,36,3,82,-77
876,2020-09-06,946,921,43,3,17,69,-52,-59
877,2020-07-13,410,400,-4,-2,61,-1,47,39
878,2022-10-12,354,232,-91,-34,57,22,68,-26
879,2020-06-08,585,491,-46,-24,-28,-52,-62,-53
880,2022-08-01,538,842,72,-99,-90,-79,-18,87
881,2021-01-10,884,984,-28,45,14,33,72,-55
882,2022-06-10,154,960,-92,80,-55,100,68,49
883,2021-10-30,161,306,96,66,43,-36,31,-4
884,2021-06-08,660,437,96,28,-13,79,-74,-40
885,2020-09-10,526,282,-76,-10,4,53,-39,13
886,2022-07-20,731,739,-50,99,36,16,9,19
887,2020-06-22,806,119,16,65,40,-17,5,80
888,2020-07-28,950,268,31,-58,39,45,71,-16
889,2021-08-01,862,518,53,5,24,30,60,70
890,2020-10-05,509,761,-53,-64,94,-90,-69,10
891,2021-07-23,600,376,18,7,-24,-60,89,-41
892,2022-02-11,266,400,14,65,65,-76,-74,-22
893,2020-06-17,550,429,84,-39,10,-36,-86,-9
894,2022-03-19,172,497,5,-94,80,91,20,33
895,2020-12-20,448,181,75,61,33,26,51,86
896,2020-09-29,163,384,51,12,-98,95,80,35
897,2020-05-23,670,522,-100,-67,66,51,60,51
898,2020-04-30,171,108,72,30,-32,85,-39,-7
899,2021-12-06,438,430,87,0,-56,-16,-10,-35
900,2022-06-10,666,462,50,40,-73,-48,-18,-94
901,2021-09-14,609,793,-13,22,-3,-86,-94,29
902,2021-03-03,122,658,63,-68,-7,45,69,-85
903,2022-11-20,415,518,-84,10,-62,-22,68,-64
904,2020-07-16,857,725,31,-18,-90,66,84,72
905,2022-08-11,646,989,-24,-59,-61,-20,-59,-98
906,2021-06-21,645,839,65,34,-55,-92,-68,96
907,2022-07-21,184,844,9,-80,21,-61,88,91
908,2022-01-15,553,786,4,97,80,67,-34,-44
909,2021-08-09,129,203,30,-68,48,83,-96,-16
910,2022-05-15,967,965,-35,25,72,-48,12,-31
911,2022-05-22,718,939,-96,-5,-30,13,99,-33
912,2020-10-05,933,108,-24,-95,63,-61,-30,-55
913,2021-07-24,880,994,-27,63,-20,70,-76,-69
914,2022-03-17,849,897,42,93,-64,-28,5,-70
915,2021-10-06,813,993,-9,23,75,27,49,-87
916,2021-07-18,630,996,-97,-33,81,-29,-35,98
917,2020-11-08,598,359,-64,40,-20,81,73,56
918,2022-01-27,820,246,43,89,68,57,20,-28
919,2022-01-27,537,655,-46,-10,-12,22,-5,-54
920,2022-08-29,129,144,-32,-96,9,-53,3,-71
921,2021-07-16,754,650,-97,-89,-84,56,88,-57
922,2022-04-27,242,380,-19,18,75,-91,-69,82
923,2020-07-31,912,801,-20,17,-27,-65,-30,21
924,2020-07-20,546,795,21,-11,14,33,47,-27
925,2020-06-21,452,762,29,-23,-100,45,77,-35
926,2021-12-12,846,786,-11,55,-37,-21,-77,40
927,2022-09-16,330,250,-49,-84,-16,-98,-54,16
928,2021-01-26,631,998,-90,-7,-46,-33,-54,59
929,2022-01-30,927,557,-13,32,84,-69,67,94
930,2021-12-05,495,511,8,67,20,96,-61,-48
931,2021-08-26,158,316,-76,-99,-93,87,-69,-37
932,2021-10-04,560,717,18,-37,65,-67,-14,17
933,2020-06-22,841,597,-56,-5,-62,-7,6,88
934,2020-05-18,621,196,9,-69,3,49,-1,64
935,2021-12-17,746,808,-27,-61,-36,25,27,30
936,2022-06-26,937,756,7,16,-37,40,-8,-57
937,2021-09-05,195,231,-91,-77,-60,95,-5,-99
938,2021-04-17,803,456,19,-38,-37,-12,-28,99
939,2022-06-17,173,593,82,-4,-7,-44,27,-47
940,2020-05-03,496,732,23,76,40,23,-1,-14
941,2022-06-03,388,320,-54,40,48,-38,73,20
942,2021-06-19,161,156,68,17,-12,-66,-67,12
943,2022-05-29,208,951,-28,-30,-98,4,10,52
944,2021-07-27,864,115,23,-44,-7,44,-73,97
945,2022-02-08,303,554,-89,41,-3,1,-82,2
946,2022-01-06,277,414,-7,-18,-71,92,-40,-80
947,2022-01-04,440,482,22,-1,-85,0,13,25
948,2021-06-17,734,931,-79,32,53,63,53,42
949,2022-04-11,270,325,-52,-42,93,93,60,49
950,2022-10-25,825,631,88,-11,35,24,44,-22
951,2022-05-06,774,808,33,83,-72,-99,-4,-87
952,2020-10-16,860,196,53,27,-71,-53,-85,98
953,2021-10-25,722,719,41,81,27,74,5,6
954,2021-02-14,942,169,99,78,-29,59,-25,77
955,2021-10-24,887,262,27,23,62,100,-9,-22
956,2020-07-16,523,210,-62,-36,-97,-46,-37,88
957,2021-10-16,225,907,-98,-65,-23,52,90,-95
958,2021-04-17,614,199,69,77,-38,37,3,-62
959,2020-07-03,833,931,14,11,-99,82,-28,-28
960,2022-09-02,763,760,-68,-61,74,-21,49,-59
961,2021-02-22,957,973,-90,-12,36,-84,-25,72
962,2020-08-19,287,389,-69,-3,5,-29,45,-42
963,2021-04-15,670,543,-52,17,60,0,2,29
964,2022-02-27,391,241,-100,-5,-100,50,-61,46
965,2021-10-05,696,918,-48,33,51,53,-69,-49
966,2022-07-27,912,170,31,4,-2,-82,49,64
967,2021-02-10,242,497,5,31,-24,58,34,-46
968,2020-06-13,1000,744,-52,-29,47,-17,52,-71
969,2021-01-03,591,723,-26,-72,-17,-62,40,11
970,2022-07-25,675,705,66,25,7,-11,-6,-83
971,2022-03-10,312,677,-70,81,60,-84,5,75
972,2021-09-09,578,472,67,-55,-17,87,89,-7
973,2022-11-12,807,772,57,-56,84,-48,-60,98
974,2021-05-28,580,562,-54,-39,-84,-58,-47,98
975,2021-12-19,229,269,-19,-54,6,-73,-92,54
976,2020-06-22,992,487,45,-46,49,-77,64,95
977,2022-08-10,206,711,92,60,-59,22,-50,-75
978,2021-03-05,961,932,-71,-18,-53,61,7,-30
979,2021-11-13,879,522,100,69,72,79,36,-94
980,2021-01-06,161,800,22,-25,-71,65,29,36
981,2020-10-29,626,570,-65,-38,-51,14,61,30
982,2021-12-18,465,802,19,-99,-65,-86,-32,57
983,2021-12-03,543,607,20,56,-77,96,61,-31
984,2021-06-02,819,407,55,80,36,-89,-25,70
985,2022-02-28,795,193,0,12,42,94,95,52
986,2021-02-15,232,813,51,53,-47,-40,-91,57
987,2022-03-22,998,840,-53,12,-37,-18,-33,-57
988,2020-09-08,895,888,-90,-62,-22,-1,37,10
989,2021-04-26,859,967,50,-81,36,-83,-79,-40
990,2020-07-09,598,510,80,22,-46,-58,70,-52
991,2022-08-21,880,661,-95,98,87,-36,-41,39
992,2020-05-18,309,514,-76,71,-89,-41,57,85
993,2020-11-22,770,460,-61,64,76,75,-2,-30
994,2022-02-22,386,139,-57,-9,29,-78,90,96
995,2020-12-30,263,276,-25,-42,-54,37,52,88
996,2021-03-28,398,480,-35,-67,-82,-43,-28,-78
997,2022-11-11,701,894,-32,77,-90,-30,-55,88
998,2022-09-11,779,939,-9,-84,-86,-96,-39,-39
999,2021-06-06,853,296,27,38,54,21,-36,97
1000,2021-03-08,498,192,14,30,-80,34,-58,81
1001,2021-02-09,343,531,-56,39,-40,37,-87,51
1002,2022-02-28,633,620,-45,-19,31,57,14,43
1003,2022-06-26,796,221,-9,89,31,-4,-70,-74
1004,2021-02-16,210,548,65,-3,-100,-22,-47,16
1005,2021-07-22,132,189,61,10,49,79,5,50
1006,2021-05-05,592,447,-81,86,73,-5,-88,-13
1007,2022-05-15,331,565,-10,23,-37,96,-13,36
1008,2022-11-19,180,217,53,-55,-4,61,74,-11
1009,2022-04-01,662,461,71,-5,73,-64,-66,-6
1010,2022-03-29,159,750,-76,-19,79,-67,-89,-47
1011,2022-10-27,431,139,54,-17,52,71,69,-8
1012,2020-06-10,975,530,10,-39,3,4,54,50
1013,2021-01-20,486,601,27,99,56,-100,-35,-63
1014,2020-11-11,133,318,99,47,81,78,-15,25
1015,2020-07-28,471,663,39,-46,34,1,9,40
1016,2021-02-19,547,445,76,82,-51,-26,-97,34
1017,2022-04-08,321,710,-38,-45,95,-53,-70,-36
1018,2020-05-19,738,943,-92,-40,-59,54,84,-7
1019,2022-11-16,472,612,-64,-5,-58,-1,52,93
1020,2021-08-30,692,192,-14,-92,-6,73,-100,-30
1021,2021-10-14,923,620,84,-97,86,-80,72,30
1022,2020-12-23,894,522,76,45,-98,-87,-65,57
1023,2021-06-08,495,420,89,-3,96,57,-61,92
1024,2020-12-16,229,284,83,-42,15,16,68,-30
1025,2020-06-07,991,179,-4,-69,-60,-88,-24,16
1026,2021-08-07,537,787,82,9,-28,-37,-92,-99
1027,2021-05-05,911,598,-13,-62,49,-62,4,13
1028,2020-08-06,866,628,3,41,-15,56,-28,42
1029,2021-07-02,659,605,19,-6,60,-28,-7,-5
1030,2022-05-29,605,896,59,59,44,45,-46,-70
1031,2020-05-02,329,130,-33,77,-60,5,-12,60
1032,2022-02-15,952,745,98,-97,-71,100,-51,58
1033,2020-06-26,204,700,8,6,44,50,-56,98
1034,2021-06-06,535,164,-69,-41,47,-11,-6,-66
1035,2020-09-10,914,625,-15,-61,-97,-86,-89,-31
1036,2020-12-18,294,970,58,77,32,-1,79,4
1037,2021-05-10,159,753,88,-60,57,-45,38,-50
1038,2022-07-03,992,589,-88,69,84,22,100,-17
1039,2022-02-06,253,802,54,-48,60,-17,-15,-98
1040,2020-11-10,896,541,-4,-31,41,35,-38,-81
1041,2022-06-27,281,132,18,-52,-29,-93,79,63
1042,2021-07-04,559,739,14,-97,100,-96,-32,69
1043,2020-10-15,727,305,-17,-48,63,33,-99,-21
1044,2021-09-07,579,148,51,57,42,23,12,27
1045,2021-10-25,815,265,-65,51,-70,18,-93,36
1046,2021-06-06,363,605,39,-8,-34,90,-59,-13
1047,2021-05-04,535,450,20,-3,-95,85,-21,42
1048,2022-08-02,253,708,12,-67,-96,66,3,91
1049,2021-06-13,339,680,34,23,88,96,-74,-18
1050,2022-07-11,414,130,74,94,-10,11,55,-57
1051,2022-02-02,256,574,-84,26,22,66,-88,2
1052,2022-11-22,916,776,-92,68,55,69,16,73
1053,2021-10-24,458,111,-74,32,88,-89,-84,48
1054,2021-06-27,787,297,-15,-92,36,-5,-48,41
1055,2021-04-11,798,729,68,-14,91,-59,-90,-74
1056,2021-12-05,640,953,62,100,-38,42,28,83
1057,2022-09-23,319,917,19,-26,-3,-61,-35,-66
1058,2021-06-15,840,350,53,-50,45,-36,-16,45
1059,2021-06-23,619,820,98,63,41,14,-27,40
1060,2022-03-18,288,269,-26,-88,-8,96,58,-20
1061,2021-08-02,347,688,-63,12,9,67,64,-75
1062,2021-12-13,663,674,21,-94,66,-59,15,-29
1063,2021-04-03,707,102,88,24,-40,-7,-8,-24
1064,2022-06-24,416,456,-90,20,-6,50,77,54
1065,2021-05-02,382,665,75,34,42,94,82,71
1066,2022-01-06,587,103,-31,-37,-55,-35,79,-25
1067,2021-04-02,941,350,-78,-3,29,-100,100,-20
1068,2020-07-16,271,561,87,81,-85,42,89,-39
1069,2021-04-27,540,101,-31,-49,24,-96,82,89
1070,2020-08-12,786,465,-26,-1,57,74,-24,-17
1071,2021-07-25,136,156,-81,91,-92,85,-41,-32
1072,2020-10-16,600,769,69,91,41,-57,27,35
1073,2020-08-14,700,533,78,-61,41,-7,-53,47
1074,2022-05-18,267,664,-68,-52,61,59,11,92
1075,2021-11-22,367,152,68,-12,-10,-27,8,-62
1076,2022-04-03,382,900,-40,-37,-58,-20,-31,51
1077,2021-03-04,924,388,-7,-70,-1,-67,55,54
1078,2022-07-26,985,973,-85,-13,46,-30,-38,1
1079,2021-10-16,712,379,-83,70,-36,-80,2,66
1080,2020-09-19,947,342,14,-50,-57,70,-7,-14
1081,2022-03-08,930,633,-43,96,23,-68,-67,-75
1082,2022-07-15,548,336,-73,-87,-92,68,92,-56
1083,2022-02-08,767,427,-50,84,90,27,-1,86
1084,2021-11-27,963,981,28,60,85,-67,66,-11
1085,2021-09-15,685,897,-33,55,76,-81,-46,-48
1086,2021-04-20,891,399,14,37,76,11,57,-28
1087,2020-10-05,898,689,-91,-33,-95,-81,23,85
1088,2022-03-04,666,998,-95,-18,35,25,-25,59
