id,date,product_id,desk_id,quantity,amount
2444,2023-01-17,710,397,91,11983
2445,2023-03-10,643,829,15,27895
2446,2023-02-16,785,935,44,85450
2447,2023-02-18,184,632,26,10170
2448,2023-03-27,101,373,43,29646
2449,2023-03-04,724,242,89,73214
2450,2023-02-13,779,640,95,61889
2451,2023-01-29,205,569,33,96799
2452,2023-03-31,243,365,78,33836
2453,2023-02-25,525,113,22,61885
2454,2023-02-10,713,875,51,38549
2455,2023-02-07,330,595,51,99506
2456,2023-03-20,305,443,33,61703
2457,2023-02-20,381,667,36,16564
2458,2023-01-09,865,817,39,73373
2459,2023-01-13,722,907,90,42364
2460,2023-03-24,449,292,40,96053
2461,2023-03-04,860,780,30,18192
2462,2023-04-04,504,504,36,47474
2463,2023-03-20,215,277,14,64539
2464,2023-01-07,680,252,65,73471
2465,2023-01-13,757,741,24,60481
2466,2023-03-07,623,495,46,56026
2467,2023-02-22,508,521,59,23530
2468,2023-01-06,193,219,83,33896
2469,2023-03-19,161,106,13,22633
2470,2023-03-25,564,560,38,35597
2471,2023-03-20,262,389,79,4231
2472,2023-02-27,509,792,83,37758
2473,2023-03-20,233,820,99,55070
2474,2023-01-21,892,639,52,1254
2475,2023-02-03,524,389,49,58753
2476,2023-03-26,512,785,89,84010
2477,2023-01-21,638,689,41,74191
2478,2023-01-16,432,538,94,90330
2479,2023-02-21,783,778,11,96268
2480,2023-04-03,732,255,75,66024
2481,2023-01-14,799,739,31,37281
2482,2023-01-13,672,616,94,48198
2483,2023-01-12,835,976,36,52433
2484,2023-04-03,862,538,21,95749
2485,2023-04-02,593,437,48,65274
2486,2023-02-03,415,999,52,41254
2487,2023-03-18,861,863,46,78276
2488,2023-04-03,621,730,70,86232
2489,2023-02-09,506,822,66,12444
2490,2023-02-03,697,699,69,78613
2491,2023-03-27,926,719,48,70566
2492,2023-01-31,912,865,88,71317
2493,2023-01-11,385,338,74,94379
2494,2023-02-28,483,214,16,20348
2495,2023-03-04,369,924,31,18837
2496,2023-02-11,284,261,22,22474
2497,2023-03-14,601,477,13,18224
2498,2023-01-28,493,989,26,42826
2499,2023-03-05,483,279,46,97176
2500,2023-01-21,490,454,73,31655
2501,2023-03-07,100,351,66,14054
2502,2023-03-31,341,561,52,2814
2503,2023-01-31,740,838,56,57424
2504,2023-04-02,518,615,15,79751
2505,2023-01-13,982,636,50,53418
2506,2023-02-10,281,858,74,69886
2507,2023-02-20,560,896,46,95433
2508,2023-01-08,903,491,14,30037
2509,2023-03-09,466,998,57,22953
2510,2023-02-24,941,825,46,87071
2511,2023-04-05,756,315,70,79724
2512,2023-04-06,879,631,54,64868
2513,2023-01-31,179,135,76,4856
2514,2023-03-11,514,973,21,42809
2515,2023-01-14,556,846,42,23229
2516,2023-03-02,982,611,60,45064
2517,2023-03-04,849,341,34,42845
2518,2023-02-20,652,165,53,95593
2519,2023-03-07,900,238,60,43436
2520,2023-03-07,411,542,84,30235
2521,2023-01-07,846,406,34,52544
2522,2023-01-12,482,425,88,18721
2523,2023-01-21,940,152,57,73781
2524,2023-03-29,661,877,73,85194
2525,2023-03-18,222,304,32,24544
2526,2023-03-05,770,367,82,78433
2527,2023-02-21,303,183,20,63253
2528,2023-01-25,386,307,23,44599
2529,2023-01-30,465,421,87,51009
2530,2023-01-06,778,595,66,81875
2531,2023-03-09,864,809,28,48807
2532,2023-01-04,370,441,42,46391
2533,2023-02-09,826,316,62,22096
2534,2023-01-24,726,959,75,22685
2535,2023-02-15,580,542,55,72601
2536,2023-01-29,818,212,25,7940
2537,2023-01-11,958,105,100,93818
2538,2023-04-03,714,276,54,67581
2539,2023-01-12,811,519,18,62759
2540,2023-02-13,601,163,27,67022
2541,2023-01-11,994,365,32,27448
2542,2023-03-17,502,592,35,88893
2543,2023-03-07,566,219,12,51127
2544,2023-02-13,851,428,61,34639
2545,2023-02-24,462,603,11,32147
2546,2023-02-25,540,776,41,29692
2547,2023-01-27,564,766,86,5155
2548,2023-02-15,339,119,37,18583
2549,2023-02-05,619,629,17,17692
2550,2023-02-23,712,508,37,37498
2551,2023-01-18,901,805,66,94162
2552,2023-01-06,863,221,81,64182
2553,2023-03-30,729,188,27,31459
2554,2023-03-09,396,281,44,3903
2555,2023-02-04,443,970,98,77878
2556,2023-02-03,872,246,43,18446
2557,2023-02-12,473,267,61,90843
2558,2023-01-20,299,641,59,60720
2559,2023-01-05,665,279,73,95083
2560,2023-02-04,125,686,65,62407
2561,2023-03-23,654,749,76,69744
2562,2023-01-24,572,259,48,22373
2563,2023-02-07,428,945,75,48398
2564,2023-03-19,899,244,98,7045
2565,2023-02-19,269,314,79,2543
2566,2023-01-27,881,419,51,55899
2567,2023-01-13,499,287,11,70111
2568,2023-01-26,311,323,80,72556
2569,2023-02-11,452,753,27,43258
2570,2023-01-07,174,802,49,50882
2571,2023-03-16,156,707,48,23873
2572,2023-01-09,810,486,51,64336
2573,2023-02-16,242,940,27,48516
2574,2023-01-13,552,745,81,88652
2575,2023-02-25,697,201,53,88140
2576,2023-01-27,343,138,38,69806
2577,2023-02-12,732,706,49,46724
2578,2023-01-27,694,606,78,65321
2579,2023-01-20,684,478,78,53944
2580,2023-03-31,979,325,88,42008
2581,2023-02-03,489,362,31,84400
2582,2023-04-03,352,973,34,13031
2583,2023-03-02,530,323,88,61208
2584,2023-03-20,419,156,20,22050
2585,2023-02-02,695,122,74,95049
2586,2023-04-01,142,977,77,37148
2587,2023-03-15,179,443,43,27173
2588,2023-03-27,232,156,12,96718
2589,2023-02-01,820,663,68,45437
2590,2023-01-21,198,283,47,1632
2591,2023-03-12,963,375,91,43383
2592,2023-02-07,307,436,27,13204
2593,2023-03-19,339,582,90,52012
2594,2023-01-21,714,598,44,83126
2595,2023-02-02,388,409,78,7772
2596,2023-02-04,998,391,60,79289
2597,2023-03-24,885,490,20,41877
2598,2023-03-26,277,494,97,69308
2599,2023-01-30,307,332,84,67851
2600,2023-02-21,972,681,96,97517
2601,2023-02-16,237,981,40,25965
2602,2023-03-16,966,482,79,99364
2603,2023-01-24,694,412,58,35627
2604,2023-04-04,600,640,90,7316
2605,2023-04-01,934,181,40,9766
2606,2023-01-06,884,696,75,42750
2607,2023-01-04,430,905,71,86182
2608,2023-01-20,497,616,66,10302
2609,2023-02-14,149,531,59,1860
2610,2023-01-04,514,639,97,42265
2611,2023-03-22,829,697,43,22169
2612,2023-03-08,758,726,86,80338
2613,2023-01-16,609,712,56,4937
2614,2023-03-27,148,336,92,42865
2615,2023-04-04,498,347,61,92065
2616,2023-03-22,207,237,66,40138
2617,2023-03-27,839,921,99,3808
2618,2023-02-08,377,432,52,59921
2619,2023-03-18,587,546,88,67117
2620,2023-04-05,130,887,82,83722
2621,2023-01-23,106,889,87,97128
2622,2023-01-30,992,339,80,85283
2623,2023-02-25,333,262,76,7966
2624,2023-01-22,385,114,94,29490
2625,2023-01-03,476,425,93,38026
2626,2023-04-02,865,834,54,40922
2627,2023-04-03,724,399,44,68991
2628,2023-02-04,285,318,42,42468
2629,2023-03-16,536,285,20,16319
2630,2023-03-24,385,462,15,93993
2631,2023-02-26,699,750,14,76614
2632,2023-03-21,590,531,47,49656
2633,2023-02-15,474,680,56,99841
2634,2023-01-28,943,581,56,27056
2635,2023-03-27,352,820,93,33130
2636,2023-01-10,421,949,57,26415
2637,2023-02-19,754,371,71,17863
2638,2023-02-19,898,957,14,71076
2639,2023-03-22,240,155,55,52871
2640,2023-02-21,831,376,99,34814
2641,2023-01-23,586,214,74,55389
2642,2023-01-03,843,672,51,38346
2643,2023-02-21,995,415,44,30598
2644,2023-01-11,264,303,72,75842
2645,2023-01-29,421,317,46,34233
2646,2023-03-22,891,698,25,96698
2647,2023-01-08,409,266,61,41324
2648,2023-01-15,735,644,88,41581
2649,2023-03-12,678,581,34,83268
2650,2023-01-24,543,679,24,64673
2651,2023-02-17,538,752,32,16669
2652,2023-02-09,473,399,57,10691
2653,2023-04-05,945,209,74,58519
2654,2023-01-20,762,823,62,74897
2655,2023-03-31,502,112,78,66673
2656,2023-03-08,777,912,85,90112
2657,2023-02-20,252,860,39,30127
2658,2023-02-07,873,434,57,35632
2659,2023-03-15,252,736,66,89538
2660,2023-01-29,140,577,62,72733
2661,2023-03-15,758,941,28,36066
2662,2023-02-10,310,896,18,36711
2663,2023-01-09,497,751,58,84545
2664,2023-03-08,715,374,18,48000
2665,2023-02-21,896,820,46,49128
2666,2023-02-04,702,556,45,72597
2667,2023-01-17,824,704,94,48997
2668,2023-02-16,839,832,72,40217
2669,2023-03-02,491,332,24,76920
2670,2023-03-17,935,309,75,5070
2671,2023-03-25,553,123,67,91522
2672,2023-02-12,915,464,98,66935
2673,2023-01-09,680,664,69,69811
2674,2023-01-19,922,152,35,99616
2675,2023-01-04,928,473,71,63733
2676,2023-02-15,520,538,41,75404
2677,2023-02-23,538,742,42,1307
2678,2023-01-02,223,606,49,60823
2679,2023-03-27,870,243,97,93873
2680,2023-04-05,561,843,35,22781
2681,2023-03-22,301,383,40,8642
2682,2023-01-03,860,590,95,52509
2683,2023-03-21,206,409,28,25530
2684,2023-03-16,285,838,95,54207
2685,2023-02-05,499,433,25,46938
2686,2023-03-27,358,726,28,71220
2687,2023-01-19,735,236,39,35632
2688,2023-03-10,195,558,47,88471
2689,2023-02-13,680,656,66,26766
2690,2023-01-07,525,429,42,81545
2691,2023-01-22,971,654,34,20133
2692,2023-01-09,983,223,78,68586
2693,2023-03-21,204,961,35,65599
2694,2023-03-31,613,700,46,95410
2695,2023-04-03,445,828,97,48650
2696,2023-03-14,453,992,69,89259
2697,2023-04-02,600,971,75,56842
2698,2023-03-23,123,662,54,82554
2699,2023-03-27,491,580,33,62324
2700,2023-01-15,245,766,87,39304
2701,2023-01-27,289,599,88,72193
2702,2023-01-28,803,238,43,66748
2703,2023-02-21,275,344,60,71799
2704,2023-03-08,562,748,98,1119
2705,2023-03-07,174,858,83,24272
2706,2023-02-02,141,470,47,69285
2707,2023-02-15,221,300,26,18523
2708,2023-02-03,800,507,90,54304
2709,2023-02-10,766,482,24,64322
2710,2023-02-06,290,111,57,68666
2711,2023-03-02,157,258,26,36634
2712,2023-01-12,942,209,47,64847
2713,2023-03-21,588,195,87,58369
2714,2023-04-04,758,755,43,91924
2715,2023-01-05,475,640,12,39691
2716,2023-01-26,866,482,10,3300
2717,2023-01-01,399,746,34,91780
2718,2023-02-19,442,154,85,62530
2719,2023-03-24,730,522,29,76738
2720,2023-03-09,602,732,70,54871
2721,2023-01-06,211,737,68,22254
2722,2023-01-23,371,727,64,89581
2723,2023-01-04,358,774,99,23199
2724,2023-02-01,420,321,20,37964
2725,2023-01-02,366,793,21,6003
2726,2023-03-04,350,519,27,15074
2727,2023-02-12,618,249,47,98137
2728,2023-02-11,671,920,70,10714
2729,2023-01-19,844,557,39,54967
2730,2023-02-20,461,126,83,78452
2731,2023-02-07,209,745,43,80798
2732,2023-01-30,642,516,65,56775
2733,2023-02-25,987,791,73,4927
2734,2023-03-21,699,873,84,87888
2735,2023-01-22,262,962,49,40296
2736,2023-02-06,640,930,24,67163
2737,2023-01-13,277,476,41,66273
2738,2023-01-27,193,149,64,88671
2739,2023-03-31,783,587,19,81292
2740,2023-03-23,626,986,43,13006
2741,2023-02-14,301,643,74,3122
2742,2023-02-11,948,721,33,83587
2743,2023-03-30,483,485,24,41119
2744,2023-01-22,327,657,77,22623
2745,2023-02-11,988,683,29,83541
2746,2023-02-18,921,697,69,85887
2747,2023-02-21,351,897,68,12762
2748,2023-02-06,423,273,31,81303
2749,2023-01-04,159,888,47,74338
2750,2023-03-20,133,855,46,15224
2751,2023-03-24,417,506,29,18653
2752,2023-01-30,190,404,24,17535
2753,2023-01-04,926,832,22,75358
2754,2023-01-21,139,537,95,18775
2755,2023-03-11,395,296,73,25797
2756,2023-03-20,304,386,52,93965
2757,2023-04-01,319,836,42,51556
2758,2023-02-03,464,672,78,15622
2759,2023-03-09,196,366,95,72046
2760,2023-03-04,278,491,81,15822
2761,2023-01-18,187,747,71,37491
2762,2023-01-19,708,335,11,48692
2763,2023-01-09,625,207,29,65905
2764,2023-03-17,843,582,10,30287
2765,2023-02-24,297,803,89,65134
2766,2023-03-05,309,989,48,11554
2767,2023-02-28,310,416,20,84641
2768,2023-02-23,448,408,70,33296
2769,2023-02-08,366,818,76,37044
2770,2023-03-24,305,511,30,49286
2771,2023-03-30,401,561,46,41840
2772,2023-01-22,101,233,28,96411
2773,2023-02-12,371,500,58,39579
2774,2023-02-15,947,178,80,1604
2775,2023-02-08,539,274,35,21667
2776,2023-01-01,469,614,82,43609
2777,2023-02-15,861,760,22,97095
2778,2023-02-20,639,602,54,20929
2779,2023-03-14,563,222,25,7331
2780,2023-02-27,352,289,31,77455
2781,2023-01-27,166,645,68,10417
2782,2023-03-21,605,619,87,26272
2783,2023-02-20,147,415,18,67069
2784,2023-02-08,697,443,17,58118
2785,2023-03-20,319,613,22,40545
2786,2023-01-21,564,792,14,56393
2787,2023-03-10,667,699,98,67310
2788,2023-03-17,738,300,79,97231
2789,2023-02-23,321,637,77,36514
2790,2023-01-13,878,355,59,29668
2791,2023-02-09,764,340,87,18251
2792,2023-01-23,119,100,37,87061
2793,2023-03-31,759,761,57,64811
2794,2023-03-10,561,582,69,12469
2795,2023-02-21,488,998,19,53386
2796,2023-01-12,267,194,30,22709
2797,2023-01-14,890,413,74,7529
2798,2023-03-06,728,247,38,13815
2799,2023-03-18,245,722,31,77557
2800,2023-01-30,219,842,52,64957
2801,2023-04-03,559,230,53,82058
2802,2023-04-05,903,160,37,34194
2803,2023-04-02,225,821,10,46578
2804,2023-03-11,405,346,47,70918
2805,2023-01-04,230,573,90,39903
2806,2023-02-15,837,450,73,44579
2807,2023-03-06,997,477,31,87694
2808,2023-03-07,531,809,46,15040
2809,2023-03-21,875,157,63,41725
2810,2023-02-25,568,329,16,8159
2811,2023-03-29,582,677,99,69667
2812,2023-01-15,805,897,73,63339
2813,2023-03-17,967,896,12,49807
2814,2023-01-22,792,835,76,49038
2815,2023-03-31,500,498,45,23277
2816,2023-01-15,792,224,90,40171
2817,2023-02-09,773,547,88,1947
2818,2023-02-24,653,446,79,32714
2819,2023-02-21,946,130,70,70350
2820,2023-03-02,410,209,45,14268
2821,2023-02-22,182,116,19,89579
2822,2023-02-24,388,220,31,83201
2823,2023-01-21,627,880,26,67003
2824,2023-01-25,523,123,18,35204
2825,2023-03-05,337,104,32,31265
2826,2023-03-17,584,753,71,30347
2827,2023-03-05,648,617,43,33406
2828,2023-02-18,187,417,28,32091
2829,2023-02-15,792,713,30,80539
2830,2023-01-25,749,503,100,83332
2831,2023-04-05,576,473,14,22909
2832,2023-02-06,762,995,40,24497
2833,2023-01-23,360,760,78,21975
2834,2023-03-04,442,727,16,14552
2835,2023-03-01,196,278,82,71412
2836,2023-03-11,702,390,38,4686
2837,2023-02-22,290,709,42,79919
2838,2023-04-02,706,372,21,30136
2839,2023-03-05,134,681,42,19974
2840,2023-03-24,938,464,55,99855
2841,2023-02-18,502,260,54,35304
2842,2023-02-22,337,128,73,12278
2843,2023-01-13,688,939,47,17918
2844,2023-01-10,558,452,95,27288
2845,2023-04-05,858,451,54,21460
2846,2023-03-10,549,160,15,43513
2847,2023-01-05,172,521,69,61854
2848,2023-04-03,749,604,83,4941
2849,2023-03-26,930,683,94,12350
2850,2023-03-31,585,624,54,73337
2851,2023-01-04,269,729,24,54021
2852,2023-04-06,416,997,36,81788
2853,2023-02-01,169,675,40,63388
2854,2023-03-02,684,483,27,39814
2855,2023-01-04,986,970,62,17339
2856,2023-03-11,171,486,67,34786
2857,2023-02-05,258,466,56,6784
2858,2023-01-11,225,337,33,26188
2859,2023-01-17,527,164,61,81770
2860,2023-03-11,441,498,36,51990
2861,2023-01-05,199,807,94,72713
2862,2023-01-29,197,947,19,73444
2863,2023-01-17,966,392,61,33486
2864,2023-01-03,680,425,15,88650
2865,2023-04-06,689,338,40,90348
2866,2023-04-06,473,107,91,85236
2867,2023-02-27,637,859,80,89915
2868,2023-04-06,391,795,80,35959
2869,2023-02-16,192,470,34,54039
2870,2023-02-11,207,829,14,19172
2871,2023-03-16,526,315,74,66975
2872,2023-03-28,341,510,87,17411
2873,2023-01-03,232,151,98,29909
2874,2023-01-31,999,503,56,26140
2875,2023-02-24,760,275,36,5760
2876,2023-02-11,648,593,15,96093
2877,2023-03-11,416,382,14,4542
2878,2023-02-08,317,330,16,78219
2879,2023-01-25,151,403,17,75662
2880,2023-03-03,167,473,57,50629
2881,2023-01-03,573,400,84,30758
2882,2023-04-04,826,486,55,50857
2883,2023-02-13,420,778,46,85598
2884,2023-02-03,666,757,65,40276
2885,2023-04-06,267,800,97,80488
2886,2023-01-01,704,977,19,20039
2887,2023-01-09,804,570,29,33739
2888,2023-03-02,617,371,54,1091
2889,2023-03-14,217,493,82,12715
2890,2023-03-13,515,742,100,28464
2891,2023-01-08,769,441,26,61563
2892,2023-03-10,401,738,26,51060
2893,2023-02-16,544,789,50,70864
2894,2023-02-27,391,331,94,6302
2895,2023-03-11,278,604,91,69677
2896,2023-01-10,849,895,70,51101
2897,2023-01-31,120,736,29,74650
2898,2023-02-02,177,984,75,96361
2899,2023-03-02,918,729,90,19389
2900,2023-01-25,702,543,25,19710
2901,2023-01-28,577,142,30,19321
2902,2023-01-03,756,520,31,56440
2903,2023-01-11,744,749,91,13341
2904,2023-01-28,448,815,29,74617
2905,2023-02-22,150,894,16,43301
2906,2023-01-31,102,435,50,24061
2907,2023-03-19,128,221,23,9749
2908,2023-01-03,467,815,100,30750
2909,2023-01-09,623,256,44,3819
2910,2023-01-06,211,311,30,51000
2911,2023-02-28,759,146,47,21903
2912,2023-03-13,126,819,18,43699
2913,2023-03-30,551,466,46,92143
2914,2023-01-05,812,375,26,63408
2915,2023-01-19,992,909,93,93220
2916,2023-02-22,512,394,60,10638
2917,2023-03-14,633,128,70,22222
2918,2023-01-21,538,446,88,24658
2919,2023-01-08,546,982,39,72501
2920,2023-02-12,650,703,54,8485
2921,2023-01-14,483,308,48,3679
2922,2023-03-31,335,374,23,47620
2923,2023-02-21,159,907,31,17987
2924,2023-01-12,797,785,82,46630
2925,2023-03-02,270,655,49,56914
2926,2023-03-23,584,441,36,70970
2927,2023-01-04,212,395,60,5476
2928,2023-01-03,880,279,19,18428
2929,2023-02-01,430,350,18,49064
2930,2023-03-17,801,739,98,31722
2931,2023-01-05,880,416,36,34815
2932,2023-03-30,620,218,13,70550
2933,2023-01-27,678,148,71,40016
2934,2023-03-17,169,645,26,36228
2935,2023-02-20,615,893,44,77410
2936,2023-02-18,531,168,74,34483
2937,2023-02-11,873,996,75,89761
2938,2023-03-13,803,438,98,34462
2939,2023-03-22,551,737,79,70111
2940,2023-02-21,287,557,16,30320
2941,2023-01-27,216,539,26,60660
2942,2023-01-11,748,374,72,73193
2943,2023-01-10,278,624,42,27628
2944,2023-01-29,917,850,75,57345
2945,2023-02-26,616,778,31,22035
2946,2023-02-12,278,992,53,78920
2947,2023-02-15,281,647,26,39181
2948,2023-02-19,997,272,54,3162
2949,2023-01-19,901,399,98,93157
2950,2023-03-01,196,319,90,59427
2951,2023-01-29,879,688,63,95064
2952,2023-03-29,849,433,38,56648
2953,2023-02-06,439,538,79,22675
2954,2023-03-16,727,489,62,50567
2955,2023-02-24,683,333,86,97302
2956,2023-01-17,805,851,29,56901
2957,2023-03-12,362,579,85,87481
2958,2023-03-22,883,864,75,35069
2959,2023-01-19,452,350,32,12256
2960,2023-01-04,387,820,50,72551
2961,2023-03-22,875,429,24,71595
2962,2023-02-23,126,662,59,93190
2963,2023-01-25,751,582,96,86828
2964,2023-02-26,682,367,89,26992
2965,2023-01-15,793,614,72,64854
2966,2023-04-04,268,896,77,8661
2967,2023-03-27,927,849,56,65613
2968,2023-01-18,139,300,68,18488
2969,2023-01-30,738,961,91,50836
2970,2023-03-07,748,810,59,35405
2971,2023-02-12,996,485,16,30188
2972,2023-02-13,382,670,93,46784
2973,2023-01-08,933,533,20,16429
2974,2023-01-06,601,301,25,49243
2975,2023-02-14,177,279,13,11400
2976,2023-03-02,180,554,48,59425
2977,2023-02-10,601,491,71,3837
2978,2023-02-06,978,442,65,19079
2979,2023-02-10,386,584,33,27254
2980,2023-01-21,193,414,66,11124
2981,2023-03-15,388,835,50,67285
2982,2023-02-22,545,521,81,94174
2983,2023-02-11,468,166,29,73487
2984,2023-04-01,610,898,41,16310
2985,2023-02-14,756,620,54,28385
2986,2023-02-27,586,970,19,7418
2987,2023-03-06,713,617,74,70226
2988,2023-03-17,646,318,74,25397
2989,2023-01-14,144,279,33,70813
2990,2023-02-06,603,274,23,22531
2991,2023-01-30,127,336,23,98225
2992,2023-03-20,314,867,32,90388
2993,2023-02-12,497,795,85,30682
2994,2023-02-24,870,341,85,55289
2995,2023-02-27,218,528,35,30977
2996,2023-02-28,429,125,24,60831
2997,2023-02-22,440,624,43,56590
2998,2023-01-29,222,249,48,44661
2999,2023-01-02,810,194,38,77639
3000,2023-01-20,594,780,45,14277
3001,2023-01-29,660,627,73,63094
3002,2023-01-19,286,849,47,6470
3003,2023-03-24,145,485,57,93952
3004,2023-03-25,511,818,12,56031
3005,2023-03-05,500,194,99,2913
3006,2023-01-17,648,107,81,47991
3007,2023-02-08,280,145,33,95256
3008,2023-02-21,339,879,13,13028
3009,2023-02-09,376,689,49,66946
3010,2023-02-25,997,947,100,57661
3011,2023-02-16,794,376,44,76591
3012,2023-03-12,554,880,16,89062
3013,2023-03-07,802,254,38,13715
3014,2023-03-30,327,171,42,27001
3015,2023-02-26,680,197,44,54522
3016,2023-03-09,794,197,16,61910
3017,2023-02-07,115,758,55,45918
3018,2023-03-10,474,982,63,96995
3019,2023-02-10,472,717,38,48530
3020,2023-02-23,125,231,11,11119
3021,2023-01-01,182,149,35,38610
3022,2023-03-31,416,245,80,1566
3023,2023-02-19,130,180,15,35832
3024,2023-02-02,719,550,77,55043
3025,2023-02-06,322,491,32,1482
3026,2023-03-06,237,446,60,39959
3027,2023-02-24,683,236,66,90085
3028,2023-02-04,704,148,46,68738
3029,2023-04-04,977,614,98,61439
3030,2023-02-18,820,858,85,12889
3031,2023-01-25,947,427,25,81842
3032,2023-03-24,743,930,96,54878
3033,2023-01-22,590,422,63,31584
3034,2023-02-01,530,166,79,95846
3035,2023-02-01,521,260,36,86258
3036,2023-03-13,551,947,84,32616
3037,2023-01-28,131,657,94,66248
3038,2023-01-04,224,572,22,89997
3039,2023-02-03,399,747,62,61836
3040,2023-02-19,685,862,97,11429
3041,2023-03-10,915,423,65,66834
3042,2023-04-02,569,700,80,17556
3043,2023-01-01,636,171,82,91473
3044,2023-03-22,413,901,19,37205
3045,2023-02-08,373,438,48,10820
3046,2023-02-22,895,595,56,46997
3047,2023-03-08,264,537,22,55429
3048,2023-01-01,519,971,85,27921
3049,2023-01-16,263,568,98,35604
3050,2023-03-08,358,443,89,11867
3051,2023-03-26,893,409,91,91077
3052,2023-03-14,450,237,96,70958
3053,2023-03-09,712,479,46,79929
3054,2023-01-06,464,742,37,66684
3055,2023-02-23,371,593,28,29580
3056,2023-03-17,274,706,31,87566
3057,2023-01-04,682,225,84,6559
3058,2023-04-03,122,660,79,94902
3059,2023-01-28,847,618,79,25940
3060,2023-03-22,333,741,96,98652
3061,2023-01-23,373,607,65,30863
3062,2023-03-24,601,457,46,45008
3063,2023-03-06,715,898,82,30673
3064,2023-04-02,944,403,28,8212
3065,2023-02-23,805,288,15,86924
3066,2023-03-06,661,884,68,27419
3067,2023-01-13,532,294,55,25224
3068,2023-02-22,336,569,85,5096
3069,2023-02-12,559,222,67,2437
3070,2023-02-10,804,131,78,12315
3071,2023-04-01,831,397,43,78085
3072,2023-02-17,467,733,78,57820
3073,2023-01-27,787,706,19,29920
3074,2023-03-21,674,144,87,82579
3075,2023-01-06,699,668,91,75725
3076,2023-01-03,376,523,42,82083
3077,2023-01-28,666,510,34,71850
3078,2023-01-25,990,320,56,3669
3079,2023-02-26,924,534,25,88427
3080,2023-01-02,946,612,16,38762
3081,2023-03-20,734,881,55,35276
3082,2023-03-13,211,894,22,2747
3083,2023-02-01,151,573,28,67698
3084,2023-02-10,433,553,67,96361
3085,2023-01-21,105,335,25,85552
3086,2023-03-03,987,790,58,6320
3087,2023-02-02,567,955,14,19957
3088,2023-03-21,964,413,88,14747
3089,2023-04-02,925,934,61,24215
3090,2023-02-09,804,989,64,38703
3091,2023-01-29,811,752,14,9682
3092,2023-02-09,734,787,64,95708
3093,2023-03-23,876,992,49,74888
3094,2023-03-23,686,601,65,72010
3095,2023-02-16,562,862,71,69730
3096,2023-02-05,119,751,45,5262
3097,2023-03-09,214,675,65,25535
3098,2023-02-13,231,534,23,8317
3099,2023-02-01,952,816,90,83789
3100,2023-02-18,432,240,22,34457
3101,2023-03-26,872,430,83,92308
3102,2023-01-19,759,293,22,80075
3103,2023-01-05,659,946,25,75194
3104,2023-01-31,708,986,78,19735
3105,2023-02-08,566,475,27,48378
3106,2023-01-23,139,741,96,52794
3107,2023-03-10,651,495,83,55653
3108,2023-03-27,933,962,43,31650
3109,2023-02-03,224,556,77,91111
3110,2023-02-13,985,341,11,27245
3111,2023-03-31,341,426,68,89957
3112,2023-02-21,987,647,91,65686
3113,2023-02-02,180,703,40,80137
3114,2023-01-01,812,629,36,21073
3115,2023-04-01,102,379,93,88298
3116,2023-01-04,449,543,31,94706
3117,2023-01-24,377,592,52,81389
3118,2023-02-02,612,909,78,35581
3119,2023-03-16,507,639,79,30717
3120,2023-03-16,566,893,45,72041
3121,2023-01-25,162,955,75,3237
3122,2023-02-07,382,849,93,24496
3123,2023-01-24,191,158,77,56516
3124,2023-03-13,495,621,89,4614
3125,2023-02-25,1000,871,47,12123
3126,2023-03-08,915,445,53,44598
3127,2023-03-18,305,647,78,9194
3128,2023-01-08,926,331,56,35023
3129,2023-03-30,558,838,48,83940
3130,2023-01-11,376,489,88,39278
3131,2023-01-12,763,464,52,78695
3132,2023-02-22,542,385,10,66895
3133,2023-03-02,492,541,62,17363
3134,2023-01-13,865,263,48,9472
3135,2023-02-03,452,125,51,70349
3136,2023-03-03,464,146,12,5634
3137,2023-02-23,849,290,19,6906
3138,2023-02-16,737,799,70,84581
3139,2023-03-15,994,673,62,78451
3140,2023-03-17,996,248,64,42143
3141,2023-03-09,660,805,10,71801
3142,2023-01-31,344,481,73,61815
3143,2023-03-05,853,408,66,59904
3144,2023-02-27,146,977,67,48583
3145,2023-01-24,105,495,69,50501
3146,2023-01-17,286,316,41,60789
3147,2023-03-31,379,200,40,55255
3148,2023-01-02,699,506,16,53723
3149,2023-01-27,319,996,52,19994
3150,2023-03-18,854,231,89,41953
3151,2023-02-13,857,862,52,19459
3152,2023-03-28,967,248,75,28902
3153,2023-01-19,882,551,34,27546
3154,2023-03-29,397,332,65,11356
3155,2023-02-08,168,168,74,22981
3156,2023-03-28,167,108,91,68099
3157,2023-03-20,881,257,88,79559
3158,2023-01-12,172,536,78,69347
3159,2023-02-28,957,583,18,64438
3160,2023-03-05,780,122,79,88298
3161,2023-02-27,675,611,74,86559
3162,2023-03-21,915,534,62,34245
3163,2023-02-28,822,705,54,54479
3164,2023-02-20,632,356,25,47152
3165,2023-02-16,399,733,61,86175
3166,2023-01-05,949,483,93,16045
3167,2023-03-07,456,493,42,77272
3168,2023-01-26,304,556,64,33887
3169,2023-03-30,318,550,84,53858
3170,2023-03-08,114,197,15,90121
3171,2023-01-18,516,971,40,13342
3172,2023-03-03,134,387,90,11088
3173,2023-01-14,388,692,57,10333
3174,2023-01-29,381,860,37,88629
3175,2023-03-13,228,608,14,46062
3176,2023-01-21,355,623,59,52092
3177,2023-04-05,441,129,63,24779
3178,2023-01-02,107,947,28,86528
